right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,444.9681,445.4679,,,445.735,446.1197,right,,,,,,,,0.9,,,,,,445.4681,445.7348,0.3599,,446.1199,447.2151,0,132,132,187,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,447.2175,447.7032,,,447.9609,448.3933,right,,,,,,,,0.9,,,,,,447.7033,447.9607,0.4085,,448.3935,449.4923,0,133,133,202,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,449.4948,449.9893,,,450.2245,450.8593,left,,,,,,,,0.1,,,,,,449.9894,450.2242,0.6155,,450.8595,451.966,0,134,134,12,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,451.9679,452.4729,,,452.7121,453.435,right,,,,,,,,0.9,,,,,,452.4731,452.7055,0.697,,453.4353,454.5239,0,135,135,198,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,454.5267,455.0037,,,455.2547,455.9322,left,,,,,,,,0.5,,,,,,455.0039,455.2544,0.656,,455.9324,457.0233,0,136,136,99,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,457.0264,457.5109,,,457.7702,458.4271,left,,,,,,,,0.1,,,,,,457.5111,457.7699,0.6356,,458.4273,459.5322,0,137,137,0,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,459.5341,460.0338,,,460.2785,460.9603,right,,,,,,,,0.55,,,,,,460.034,460.2777,0.6598,,460.9604,462.0493,0,138,138,141,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,462.0524,462.559,,,462.7972,463.4414,left,,,,,,,,0.45,,,,,,462.5593,462.7969,0.6244,,463.4417,464.5296,0,139,139,60,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,464.5318,465.0386,,,465.2999,466.0073,right,,,,,,,,0.5,,,,,,465.0388,465.2997,0.6853,,466.0077,467.0897,0,140,140,103,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,467.0941,467.6047,,,467.8544,468.8584,right,,,,,,,,0.9,,,,,,467.605,467.8541,0.9817,,468.8586,469.9662,0,141,141,206,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,469.9697,470.4459,,,470.7066,471.1235,right,,,,,,,,0.9,,,,,,470.4461,470.7063,0.3961,,471.1237,472.2028,0,142,142,183,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,472.2067,472.7116,,,472.9309,473.623,left,,,,,,,,0.45,,,,,,472.7119,472.9307,0.6699,,473.6233,474.7316,0,143,143,78,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,474.7338,475.2263,,,475.4572,476.2034,right,,,,,,,,0.55,,,,,,475.2278,475.457,0.722,,476.2037,477.2918,0,144,144,134,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,477.2941,477.7878,,,478.0393,479.1674,left,,,,,,,,0.1,,,,,,477.7881,478.0391,1.1058,,479.1675,480.2681,0,145,145,23,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,480.2698,480.7661,,,481.0118,481.6,right,,,,,,,,0.9,,,,,,480.7664,481.0115,0.569,,481.6002,482.6881,0,146,146,188,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,482.6908,483.1844,,,483.4497,484.0601,left,,,,,,,,0.5,,,,,,483.185,483.4495,0.587,,484.0603,485.1426,0,147,147,113,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,485.1456,485.6415,,,485.9023,486.8112,right,,,,,,,,0.6,,,,,,485.6418,485.9021,0.8867,,486.8113,487.8995,0,148,148,157,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,487.9024,488.4082,,,488.6428,489.2895,left,,,,,,,,0.4,,,,,,488.4087,488.6426,0.6264,,489.2897,490.388,0,149,149,31,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,490.3897,490.895,,,491.1443,492.3709,right,,,,,,,,0.5,,,,,,490.8951,491.1441,1.1957,,492.3712,493.4477,0,150,150,102,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,493.4494,493.949,,,494.2047,495.1409,left,,,,,,,,0.55,,,,,,493.9491,494.2042,0.9119,,495.1412,496.2251,0,151,151,140,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,496.228,496.7284,,,496.9769,497.7092,left,,,,,,,,0.1,,,,,,496.729,496.9766,0.7104,,497.7094,498.818,0,152,152,29,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,498.8203,499.3288,,,499.5635,500.4475,right,,,,,,,,0.5,,,,,,499.329,499.5633,0.8608,,500.4477,501.5395,0,153,153,109,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,501.5441,502.0489,,,502.2775,502.9954,left,,,,,,,,0.45,,,,,,502.049,502.2771,0.6987,,502.9956,504.0912,0,154,154,77,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,504.093,504.5916,,,504.8379,505.5577,left,,,,,,,,0.4,,,,,,504.5917,504.8376,0.6992,,505.5583,506.6484,0,155,155,33,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,506.6507,507.1287,,,507.377,508.1329,left,,,,,,,,0.45,,,,,,507.1289,507.3768,0.7282,,508.133,509.222,0,156,156,79,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,509.2246,509.7062,,,509.9588,510.5287,right,,,,,,,,0.6,,,,,,509.7063,509.9586,0.5507,,510.5289,511.6256,0,157,157,162,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,511.6276,512.1246,,,512.3624,513.101,left,,,,,,,,0.4,,,,,,512.1247,512.3622,0.7148,,513.1017,514.203,0,158,158,35,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,514.2048,514.6981,,,514.955,516.2191,left,,,,,,,,0.5,,,,,,514.6983,514.9548,1.2373,,516.2193,517.3074,0,159,159,118,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,517.3087,517.7986,,,518.0532,518.8307,right,,,,,,,,0.5,,,,,,517.7988,518.053,0.7559,,518.8309,519.9322,0,160,160,96,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,519.9347,520.4411,,,520.6885,521.3309,left,,,,,,,,0.1,,,,,,520.4413,520.6882,0.6171,,521.3314,522.4294,0,161,161,25,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,522.4318,522.9208,,,523.1664,524.4366,left,,,,,,,,0.55,,,,,,522.921,523.1661,1.2482,,524.4369,525.5271,0,162,162,130,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,525.5289,526.0277,,,526.2906,526.8298,right,,,,,,,,0.55,,,,,,526.0279,526.2901,0.5181,,526.8301,527.9264,0,163,163,148,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,527.9287,528.4271,,,528.6775,529.3317,left,,,,,,,,0.1,,,,,,528.4274,528.6773,0.6339,,529.3319,530.4252,0,164,164,2,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,530.4296,530.9193,,,531.1701,531.9255,left,,,,,,,,0.45,,,,,,530.9195,531.1697,0.7357,,531.926,533.0161,0,165,165,67,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,533.0202,533.4966,,,533.7342,534.2986,right,,,,,,,,0.6,,,,,,533.4967,533.7337,0.538,,534.2988,535.3828,0,166,166,172,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,535.3855,535.8838,,,536.1367,536.6643,right,,,,,,,,0.9,,,,,,535.884,536.1366,0.5077,,536.6645,537.7478,0,167,167,185,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,537.751,538.239,,,538.4847,539.3204,right,,,,,,,,0.55,,,,,,538.2393,538.484,0.8143,,539.3208,540.4117,0,168,168,123,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,540.4134,540.9229,,,541.1669,542.1156,right,,,,,,,,0.9,,,,,,540.9234,541.1667,0.9285,,542.1158,543.2038,0,169,169,192,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,543.2067,543.6844,,,543.9219,544.4426,right,,,,,,,,0.9,,,,,,543.6846,543.9215,0.5014,,544.443,545.5437,0,170,170,203,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,545.5462,546.0411,,,546.2929,547.1001,right,,,,,,,,0.9,,,,,,546.0413,546.2927,0.7821,,547.1005,548.1918,0,171,171,200,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,548.1945,548.6812,,,548.9377,549.4326,right,,,,,,,,0.55,,,,,,548.6826,548.9375,0.4765,,549.4328,550.5404,0,172,172,138,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,550.5445,551.022,,,551.2676,552.0625,left,,,,,,,,0.4,,,,,,551.0222,551.2673,0.7701,,552.0628,553.1729,0,173,173,58,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,553.1754,553.6605,,,553.9119,554.4725,left,,,,,,,,0.4,,,,,,553.6607,553.9116,0.5394,,554.4727,555.5656,0,174,174,44,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,555.569,556.0755,,,556.3306,556.8668,left,,,,,,,,0.1,,,,,,556.0757,556.3304,0.5158,,556.8671,557.9648,0,175,175,1,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,557.9681,558.4725,,,558.7183,559.9084,left,,,,,,,,0.5,,,,,,558.4727,558.7181,1.1708,,559.9086,561.0092,0,176,176,119,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,561.0126,561.5108,,,561.7572,562.2851,right,,,,,,,,0.9,,,,,,561.5113,561.757,0.5027,,562.2855,563.3936,0,177,177,208,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,563.3956,563.8867,,,564.136,564.53,right,,,,,,,,0.9,,,,,,563.8868,564.1358,0.3692,,564.5303,565.6203,0,178,178,201,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,565.6237,566.1294,,,566.392,567.06,left,,,,,,,,0.45,,,,,,566.132,566.3918,0.647,,567.0603,568.1517,0,179,179,88,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,568.1559,568.6439,,,568.9002,569.3207,right,,,,,,,,0.9,,,,,,568.644,568.8998,0.3974,,569.3209,570.3999,0,180,180,181,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,570.4028,570.8992,,,571.1494,571.6428,right,,,,,,,,0.6,,,,,,570.8995,571.1492,0.4713,,571.6431,572.7538,0,181,181,174,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,572.756,573.2456,,,573.4772,574.2874,left,,,,,,,,0.4,,,,,,573.2457,573.4769,0.7915,,574.2876,575.3755,0,182,182,30,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,575.3776,575.8746,,,576.1224,576.6439,left,,,,,,,,0.1,,,,,,575.875,576.1221,0.497,,576.6442,577.7369,0,183,183,28,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,577.7396,578.2296,,,578.4749,578.9569,right,,,,,,,,0.6,,,,,,578.2299,578.4746,0.4629,,578.9571,580.0531,0,184,184,154,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,580.0557,580.5437,,,580.7906,581.4614,left,,,,,,,,0.45,,,,,,580.5441,580.7902,0.6488,,581.4616,582.5688,0,185,185,83,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,582.5722,583.0484,,,583.2967,584.1811,right,,,,,,,,0.6,,,,,,583.0491,583.2966,0.8644,,584.1814,585.2875,0,186,186,156,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,585.2902,585.7878,,,586.0176,586.8877,right,,,,,,,,0.9,,,,,,585.7883,586.0174,0.8495,,586.8879,587.9916,0,187,187,190,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,587.9949,588.4894,,,588.7296,589.4,right,,,,,,,,0.55,,,,,,588.4896,588.7293,0.6484,,589.4002,590.4796,0,188,188,137,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,590.4841,590.9812,,,591.2303,591.8476,left,,,,,,,,0.45,,,,,,590.9814,591.2302,0.5972,,591.8479,592.9247,0,189,189,68,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,592.9277,593.4227,,,593.6767,594.4361,left,,,,,,,,0.1,,,,,,593.4228,593.6764,0.7395,,594.4363,595.5279,0,190,190,3,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,595.5301,596.0275,,,596.281,597.0405,left,,,,,,,,0.5,,,,,,596.0278,596.2807,0.7347,,597.0409,598.1483,0,191,191,100,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,598.1516,598.6616,,,598.9036,599.4097,right,,,,,,,,0.9,,,,,,598.6617,598.9034,0.4831,,599.4102,600.5107,0,192,192,189,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,600.5126,601.0231,,,601.2736,602.1401,right,,,,,,,,0.55,,,,,,601.0232,601.2734,0.846,,602.1404,603.2477,0,193,193,136,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,603.2502,603.7561,,,603.9863,605.0262,left,,,,,,,,0.45,,,,,,603.7563,603.9861,1.0169,,605.0264,606.1198,0,194,194,65,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,606.1223,606.6297,,,606.8757,607.5191,left,,,,,,,,0.1,,,,,,606.63,606.8755,0.6213,,607.5194,608.6212,0,195,195,11,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,608.6234,609.127,,,609.3806,609.8982,right,,,,,,,,0.6,,,,,,609.1272,609.3804,0.4956,,609.8984,611.0082,0,196,196,150,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,611.0111,611.5155,,,611.7608,612.5543,left,,,,,,,,0.45,,,,,,611.5159,611.7603,0.7709,,612.5545,613.6562,0,197,197,86,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,613.6584,614.1557,,,614.4009,615.2436,left,,,,,,,,0.6,,,,,,614.1558,614.4006,0.8231,,615.2439,616.3432,0,198,198,169,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,616.3451,616.8447,,,617.1001,617.7333,left,,,,,,,,0.1,,,,,,616.845,617.0996,0.6073,,617.7335,618.8342,0,199,199,14,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,618.8387,619.3179,,,619.5652,620.1198,right,,,,,,,,0.6,,,,,,619.3183,619.565,0.5335,,620.1201,621.2067,0,200,200,151,1,,,,,,,
