right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1179.0213,1179.5268,,,1179.7694,1180.5007,right,,,,,,,,0.55,,,,,,1179.5276,1179.7692,0.7057,,1180.5009,1181.5911,,,,,,,,0,186,186,139,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1181.5947,1182.0875,,,1182.3266,1183.299,left,,,,,,,,0.45,,,,,,1182.0877,1182.3263,0.9483,,1183.2992,1184.398,,,,,,,,0,187,187,89,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1184.4037,1184.9079,,,1185.1633,1185.9403,right,,,,,,,,0.55,,,,,,1184.908,1185.1631,0.7513,,1185.9405,1187.0411,,,,,,,,0,188,188,123,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1187.0439,1187.5492,,,1187.7902,1188.6494,left,,,,,,,,0.6,,,,,,1187.5495,1187.7896,0.8359,,1188.6497,1189.7553,,,,,,,,0,189,189,172,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1189.757,1190.2453,,,1190.4873,1190.9557,left,,,,,,,,0.1,,,,,,1190.2455,1190.4871,0.4491,,1190.9559,1192.0426,,,,,,,,0,190,190,0,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1192.0455,1192.5448,,,1192.8006,1193.533,left,,,,,,,,0.1,,,,,,1192.5454,1192.8003,0.7126,,1193.5333,1194.6326,,,,,,,,0,191,191,23,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1194.6345,1195.1174,,,1195.3664,1196.6308,left,,,,,,,,0.4,,,,,,1195.1175,1195.3663,1.2438,,1196.6311,1197.7401,,,,,,,,0,192,192,40,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1197.7433,1198.2303,,,1198.4964,1198.9849,right,,,,,,,,0.6,,,,,,1198.231,1198.4963,0.4567,,1198.9851,1200.0872,,,,,,,,0,193,193,177,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1200.0901,1200.5839,,,1200.8435,1201.34,right,,,,,,,,0.6,,,,,,1200.5841,1200.8433,0.4745,,1201.3402,1202.4298,,,,,,,,0,194,194,151,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1202.4317,1202.9284,,,1203.1591,1204.0427,right,,,,,,,,0.5,,,,,,1202.9289,1203.1589,0.8637,,1204.043,1205.135,,,,,,,,0,195,195,116,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1205.1372,1205.6397,,,1205.8901,1206.4242,right,,,,,,,,0.9,,,,,,1205.6398,1205.8896,0.514,,1206.4244,1207.5189,,,,,,,,0,196,196,205,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1207.5265,1208.0192,,,1208.2557,1208.952,left,,,,,,,,0.4,,,,,,1208.0193,1208.2553,0.6712,,1208.9522,1210.0438,,,,,,,,0,197,197,42,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1210.0489,1210.5439,,,1210.7944,1211.4724,right,,,,,,,,0.55,,,,,,1210.544,1210.7933,0.6517,,1211.4727,1212.5616,,,,,,,,0,198,198,144,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1212.5636,1213.0581,,,1213.3039,1213.8421,right,,,,,,,,0.5,,,,,,1213.0582,1213.3037,0.5112,,1213.8423,1214.9238,,,,,,,,0,199,199,101,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1214.928,1215.4333,,,1215.6929,1216.2383,right,,,,,,,,0.55,,,,,,1215.4335,1215.6927,0.5216,,1216.2386,1217.4662,,,,,,,,0,200,200,141,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1217.4682,1217.8453,,,1218.0746,1218.9091,left,,,,,,,,0.1,,,,,,1217.8456,1218.0744,0.8147,,1218.9092,1220.007,,,,,,,,0,201,201,1,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1220.0087,1220.4969,,,1220.7532,1221.3134,left,,,,,,,,0.45,,,,,,1220.4971,1220.7527,0.5382,,1221.3136,1222.4054,,,,,,,,0,202,202,84,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1222.4079,1222.9006,,,1223.1605,1223.6769,left,,,,,,,,0.1,,,,,,1222.9008,1223.1603,0.494,,1223.6772,1224.772,,,,,,,,0,203,203,7,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1224.7739,1225.2625,,,1225.5078,1226.1549,right,,,,,,,,0.55,,,,,,1225.2625,1225.5076,0.6286,,1226.155,1227.2561,,,,,,,,0,204,204,143,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1227.2576,1227.7469,,,1227.9907,1229.1702,right,,,,,,,,0.55,,,,,,1227.7471,1227.9905,1.1628,,1229.1704,1230.2675,,,,,,,,0,205,205,136,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1230.269,1230.7687,,,1231.0199,1231.8012,left,,,,,,,,0.5,,,,,,1230.7689,1231.0197,0.7629,,1231.8014,1232.8921,,,,,,,,0,206,206,106,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1232.894,1233.3919,,,1233.6394,1234.3222,left,,,,,,,,0.45,,,,,,1233.3923,1233.639,0.6634,,1234.3225,1235.4137,,,,,,,,0,207,207,64,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1235.4169,1235.9773,,,1236.2169,1236.7237,right,,,,,,,,0.9,,,,,,1235.9774,1236.2168,0.4851,,1236.724,1237.8252,,,,,,,,0,208,208,202,1
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,1237.8275,1238.3217,,,1238.5691,1239.2363,left,,,,,,,,0.4,,,,,,1238.3219,1238.569,0.6493,,1239.2365,1240.3247,,,,,,,,0,209,209,36,1
