right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,dot_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,ITI.started,polygon_1.pos,polygon_1.edges,polygon_2.pos,polygon_2.edges,polygon_3.pos,polygon_3.edges,polygon_4.pos,polygon_4.edges,polygon_5.pos,polygon_5.edges,polygon_6.pos,polygon_6.edges,polygon_7.pos,polygon_7.edges,polygon_8.pos,polygon_8.edges,polygon_9.pos,polygon_9.edges,polygon_10.pos,polygon_10.edges,polygon_11.pos,polygon_11.edges,polygon_12.pos,polygon_12.edges,polygon_13.pos,polygon_13.edges,polygon_14.pos,polygon_14.edges,polygon_15.pos,polygon_15.edges,polygon_16.pos,polygon_16.edges,polygon_17.pos,polygon_17.edges,polygon_18.pos,polygon_18.edges,polygon_19.pos,polygon_19.edges,polygon_20.pos,polygon_20.edges,polygon_21.pos,polygon_21.edges,polygon_22.pos,polygon_22.edges,polygon_23.pos,polygon_23.edges,polygon_24.pos,polygon_24.edges,polygon_25.pos,polygon_25.edges,polygon_26.pos,polygon_26.edges,polygon_27.pos,polygon_27.edges,polygon_28.pos,polygon_28.edges,polygon_29.pos,polygon_29.edges,polygon_30.pos,polygon_30.edges,polygon_31.pos,polygon_31.edges,polygon_32.pos,polygon_32.edges,dot_size,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,key_resp.duration,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,674.8898,675.3879,,,675.6397,675.8401,right,,,,,,,,0.9,,,,,,675.388,675.6395,675.8403,"[-0.014277189043487949,-0.1365262277128644]",100.0,"[0.07944807559450791,-0.01608162400160195]",100.0,"[0.13116614790016523,-0.14212295914706877]",100.0,"[-0.04053694919183647,0.09739330235674355]",100.0,"[0.05150509354221691,-0.08102214880374149]",100.0,"[0.02076266285464917,0.0533980713211576]",100.0,"[0.17314191281878938,0.030324115759541907]",100.0,"[-0.11057035944807128,-0.1386405930727298]",100.0,"[0.012930731920134683,0.19172547570797]",100.0,"[-0.16298670403934262,0.07946122404173817]",100.0,"[0.028230010206895965,-0.04453992748480163]",100.0,"[0.12668284759935672,0.11977100991035525]",4.0,"[0.054697737469143984,0.10023904400369665]",100.0,"[-0.08497671339421708,0.1809806194418731]",100.0,"[0.07968166120525425,0.05472592691229054]",100.0,"[-0.15676773036069877,0.00005131574611366905]",100.0,"[0.04337396776509507,-0.13184911150577144]",100.0,"[0.07859843457743165,0.14340325043181598]",100.0,"[0.02019539724836267,0.15103587861443452]",100.0,"[0.08123502910421325,-0.15714887730093124]",100.0,"[-0.10093786881525833,0.073424737839103]",100.0,"[0.14024452067100432,0.07240995310400435]",100.0,"[-0.14091744104152235,0.12364871202271667]",100.0,"[-0.06790918423491431,-0.15248718635992883]",100.0,"[-0.10729077595277163,-0.0005834793012733188]",100.0,"[0.13709146205696385,0.006833789903010963]",100.0,"[-0.1412216388374886,0.04019386756005635]",100.0,"[-0.07126139403344077,-0.024714650341512153]",4.0,"[0.13130572496213036,-0.08919293697603696]",100.0,"[-0.03393428764548823,0.04847335976000209]",100.0,"[-0.167811110416394,-0.06020637042877912]",4.0,"[0.1642720154973457,-0.04285815657597902]",100.0,"[0.02,0.02]",676.9373,0.0,204.0,204.0,12.0,1.0,0.187,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,676.9391,677.4371,,,677.6873,678.669,right,,,,,,,,0.5,,,,,,677.4372,677.687,678.6693,"[-0.040154092860918464,-0.04725069703261792]",100.0,"[0.011120984877122158,0.12681631487858927]",4.0,"[0.0662901474715842,-0.03723396349574436]",4.0,"[0.1332430918082704,-0.08533508501761675]",4.0,"[-0.060607496072239635,-0.16175083754001635]",100.0,"[0.07757878344564788,-0.14205243813353463]",4.0,"[-0.09421962314114406,0.03010744056653359]",4.0,"[-0.15496849075970245,0.05672141455905111]",4.0,"[-0.17466844051263175,-0.03572908411548821]",100.0,"[-0.15827376850176925,-0.113866581912409]",100.0,"[-0.12420557269197861,0.08421416299660894]",100.0,"[-0.0011081101259146668,-0.14244609334806288]",4.0,"[-0.0793162908533721,-0.021601927346263664]",100.0,"[0.16554826129822173,0.012235290154004918]",4.0,"[-0.020065735661129076,-0.10302143198594434]",100.0,"[-0.11731965723597299,-0.059631280795641936]",4.0,"[0.09327293603304229,0.10924811356117542]",100.0,"[-0.03780318684062959,0.0290257365881808]",100.0,"[-0.08287157329008993,-0.09366607292750995]",100.0,"[0.09066623591132021,-0.09093802376595161]",4.0,"[0.053328895463752614,0.038885512415737046]",100.0,"[0.018595227793692423,-0.17866816047159642]",100.0,"[0.1091122910806325,-0.03845674831863676]",100.0,"[-0.05907994250070103,0.17007932481482083]",100.0,"[0.02781834486914716,-0.11070351111113635]",100.0,"[-0.19331901667803963,0.009408563903659156]",100.0,"[0.10537708288334532,0.16757332630795568]",4.0,"[0.0632876281427655,0.08110077479690261]",4.0,"[-0.01665157906370817,0.0934002665364189]",4.0,"[0.11562056803851588,0.07523744879847497]",4.0,"[-0.024554613415912193,-0.1951933746849666]",4.0,"[-0.11643857158633267,0.16021305215310064]",4.0,"[0.02,0.02]",679.7677,0.0,205.0,205.0,96.0,1.0,0.9673,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,679.769,680.2669,,,680.5174,680.6508,right,,,,,,,,0.55,,,,,,680.2669,680.5173,680.651,"[-0.10215690384863643,-0.10254261336746914]",4.0,"[0.028515094784349933,-0.1085859074701326]",100.0,"[-0.10226309446447185,-0.007280046384778101]",4.0,"[-0.03780363148851243,0.18642268764317982]",4.0,"[-0.08687253412924129,0.06812951070752106]",4.0,"[0.06308662315769216,0.03396331466174554]",100.0,"[-0.17958530418620797,-0.05956674073684519]",100.0,"[0.01742985880250304,-0.014525845453666635]",100.0,"[0.05416324338477493,0.13281305537061333]",100.0,"[0.08987270975880837,-0.08809644863791029]",4.0,"[0.09746991238412334,0.16342858039579267]",4.0,"[0.02040905498480128,0.16769741989804893]",100.0,"[-0.0030704552706318916,0.0773207363342209]",100.0,"[0.11096671353333606,-0.15797008593475573]",100.0,"[-0.16309622227732706,-0.019422295193659848]",4.0,"[-0.10309054648778665,0.1326398127643144]",4.0,"[0.12146739783667959,0.11599257224770727]",4.0,"[-0.032421635241401514,0.013942791232928915]",100.0,"[-0.15313736725729007,0.050041600956641986]",4.0,"[-0.024635665453822113,-0.19802178108150312]",100.0,"[0.12642203688302522,0.04249895429425642]",4.0,"[-0.06957489996265213,-0.17256513571721085]",100.0,"[0.08986944622485785,-0.006602836344463221]",100.0,"[-0.07753151062307422,0.1638120085779367]",100.0,"[-0.01585931143512003,0.14909333499955274]",4.0,"[0.1625654303883432,0.09716172920144628]",100.0,"[0.15094128013846853,-0.11155930867741637]",4.0,"[0.03290806810617037,-0.06765083277183359]",100.0,"[-0.19524988784385738,0.014945136181178835]",100.0,"[0.1954394305085844,-0.004760211443897176]",4.0,"[-0.030335361250067007,-0.13748859887830342]",100.0,"[0.15088240713525025,-0.015113475257856487]",100.0,"[0.02,0.02]",681.7498,0.0,206.0,206.0,82.0,1.0,0.1213,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,681.7513,682.2493,,,682.4972,682.6967,left,,,,,,,,0.9,,,,,,682.2493,682.4971,682.6971,"[0.09125191914075725,0.1353544341817496]",100.0,"[-0.06628989497265629,0.16038522535359995]",100.0,"[0.04310797930691947,0.06273664888733131]",100.0,"[-0.010150260815927967,-0.023113558308767834]",100.0,"[0.12487557573721961,0.08615109781514153]",100.0,"[-0.03518861042709269,-0.09162659868629772]",100.0,"[-0.048374321958047375,0.04274189294026498]",100.0,"[-0.13577929909346612,-0.11175055524978145]",100.0,"[-0.04906264773298428,-0.1849833945593178]",100.0,"[0.044735956451994414,-0.13008503302156516]",100.0,"[-0.18259229058591825,-0.03139965897127754]",100.0,"[0.09316348148668353,-0.12473282829894214]",100.0,"[0.1743203894985446,-0.006239799111428857]",100.0,"[-0.11022520644464269,-0.002130005360161611]",100.0,"[0.1365687567627439,-0.0961509222441058]",100.0,"[0.0258169482220475,-0.08727819638946405]",100.0,"[-0.11388587560779911,-0.1564002034094307]",100.0,"[-0.041556474638767014,0.0018553789839432923]",100.0,"[0.16171138710102506,0.055880585332361406]",4.0,"[-0.017730991693590995,0.1866882997422563]",100.0,"[0.18289178093943156,-0.06971780950334701]",100.0,"[-0.06517638054140466,0.10680094080305563]",100.0,"[-0.015261145140118431,0.14553724611709967]",100.0,"[-0.1946558341385905,0.028145850573402926]",4.0,"[-0.077934717461183,-0.0846228836766317]",100.0,"[-0.11206901078602971,0.12398776306007231]",100.0,"[0.04643528094421066,0.15552429799237122]",100.0,"[0.12372346498425559,-0.045151004514181366]",100.0,"[-0.11171273688036165,-0.04671642713607712]",100.0,"[0.05543819366524271,0.10788762884300931]",4.0,"[0.11470729175522268,-0.16000806222797478]",100.0,"[0.018674505054597064,-0.17227648191619155]",100.0,"[0.02,0.02]",683.7959,0.0,207.0,207.0,11.0,1.0,0.1936,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,683.7969,684.2957,,,684.547,685.1622,right,,,,,,,,0.6,,,,,,684.2959,684.5468,685.1625,"[-0.09926131554476718,0.08121870219081087]",100.0,"[0.04418192123973137,0.12058503592203178]",100.0,"[-0.007719906675996203,0.14338585666268971]",100.0,"[0.1394426687926412,0.0005748913508932506]",4.0,"[-0.056058471206488394,0.13493192713842644]",100.0,"[0.1160258517101458,0.08243265493429748]",100.0,"[0.043176761072247265,0.011000377526461822]",100.0,"[-0.12222982266842879,0.1535690980345081]",4.0,"[0.07097156488516843,0.16954027498593968]",4.0,"[-0.15506614439743055,0.08856970933188199]",4.0,"[-0.0025184249904590793,-0.10084535897886357]",100.0,"[0.16996528628885743,-0.10412342783909959]",100.0,"[-0.009742078254309927,-0.010008079263954226]",100.0,"[0.017929552186018823,0.08313767013876415]",4.0,"[0.05191862096108181,-0.10492239984683539]",100.0,"[-0.05323002805093308,-0.09782942690712067]",100.0,"[0.10485462986273805,-0.09298943532697682]",100.0,"[0.11479352019190672,-0.04886946366605169]",100.0,"[0.18205826738460174,-0.03386021425605405]",100.0,"[-0.03622881177071597,0.0920210624224913]",100.0,"[-0.08036756859065278,0.16735532673945952]",4.0,"[0.07256171747577897,0.08131888855045129]",100.0,"[-0.074847329564676,-0.011720174321979604]",100.0,"[-0.17683364826915526,-0.01771821402761603]",4.0,"[0.06894916166747002,-0.1640181938570008]",100.0,"[-0.025443796919394003,-0.1648794532308491]",4.0,"[0.18651778080313122,0.036763475367673715]",100.0,"[-0.010167051174956601,0.032525367178306175]",4.0,"[0.12672407084607776,-0.14914926902779582]",4.0,"[0.0983728362115806,0.04223552762100711]",4.0,"[0.1440870205886389,0.12046321568371196]",4.0,"[0.008084747568908146,-0.19961752518143172]",4.0,"[0.02,0.02]",686.2606,0.0,208.0,208.0,42.0,1.0,0.6024,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,686.2621,686.7601,,,687.0168,687.1271,left,,,,,,,,0.6,,,,,,686.7603,687.0165,687.1271,"[0.07704186131079956,-0.1522385634439828]",100.0,"[0.012975780179577047,-0.1377470077333229]",4.0,"[0.09310462830647559,-0.01819726720904328]",100.0,"[-0.13608607708833662,0.0002741989566344668]",4.0,"[-0.06888211105330518,0.14839337851495277]",100.0,"[0.02803436884518541,0.16092066504079017]",100.0,"[-0.09327127555598766,-0.0924372430911575]",100.0,"[-0.13279378032998823,0.09303086808943388]",100.0,"[0.1299342131536926,0.05881159064873486]",100.0,"[0.14601192984963876,0.0010319413834377832]",4.0,"[0.052065780104874754,-0.037191910239155475]",4.0,"[0.12626922052059164,0.12842540796123525]",4.0,"[-0.025458041013919543,0.13481587363713568]",100.0,"[-0.03226741203401375,-0.16178307570103148]",100.0,"[-0.025412156822573907,0.033939773871051425]",100.0,"[-0.04372989392753072,-0.005743993328043866]",100.0,"[0.14255506166245402,-0.05891542160385877]",4.0,"[-0.15589226140258314,-0.039371320746009145]",4.0,"[-0.08278501872355729,-0.04072941457435108]",100.0,"[0.015692206078376274,-0.18840359977887106]",4.0,"[0.08401017240390514,0.14363192346185874]",100.0,"[-0.1863315051496742,0.029870228211649884]",4.0,"[0.18365862765479626,-0.031523650275537926]",100.0,"[-0.12450182579743087,-0.12301893068644414]",100.0,"[-0.09881142619343003,0.12164091832920051]",100.0,"[-0.0016383001033218277,-0.0325731444242092]",100.0,"[0.0396773917520391,0.037023993777423256]",4.0,"[0.12859963854988768,-0.11662109766204116]",4.0,"[-0.03435872326560205,-0.08800303346803408]",100.0,"[-0.08114255038577249,-0.16071516190594315]",4.0,"[0.08030369533534523,0.08398585867865892]",100.0,"[0.15425223374051802,0.0932150517272179]",4.0,"[0.02,0.02]",688.2257,0.0,209.0,209.0,35.0,1.0,0.0891,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.2291,748.2198,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,748.2923,748.7328,,,748.9732,749.6043,right,,,,,,,,0.45,,,,,,748.7331,748.9731,749.6044,"[-0.15934345937094402,0.05879418560328805]",100.0,"[-0.017061854061314035,-0.09632788986331689]",100.0,"[0.058616695754468824,-0.17131684695304839]",4.0,"[0.151075120303592,-0.11510059623276135]",4.0,"[-0.03591403464554861,0.14823401990772628]",4.0,"[0.030478239213923706,-0.09968167426022734]",4.0,"[0.02532211550340775,0.00804469570019087]",4.0,"[0.030686350682264003,-0.045603029608017494]",100.0,"[-0.10029602323747265,0.02541437727540626]",100.0,"[-0.09613283940584602,0.14911952951848054]",4.0,"[-0.05897258432348692,0.08209744766835525]",4.0,"[0.10848067271396745,-0.1421770287173743]",100.0,"[-0.08951958886644173,-0.019059804690538158]",100.0,"[0.046752938666081496,0.09203379271934792]",4.0,"[0.0758509020311185,-0.03931512369773167]",100.0,"[-0.12594936636833745,-0.11288110612427772]",100.0,"[-0.1810136673599943,-0.07997631092664559]",100.0,"[-0.12434205153655786,0.08809720551255514]",4.0,"[-0.023514098588248517,-0.15020229932913015]",4.0,"[0.025651314965313674,-0.198259420638765]",4.0,"[0.007545116158997501,0.053564856762284674]",4.0,"[0.14250451555266622,0.1289740568309286]",100.0,"[0.060037880131913614,0.1324350924911342]",4.0,"[0.19040276500084882,-0.004368880994951813]",100.0,"[0.09942070468517163,0.12164788461147062]",100.0,"[0.14744034527633249,-0.020492170012201015]",4.0,"[0.008136441683827992,0.12733535504446644]",100.0,"[-0.15849632659549007,-0.01687432510237538]",4.0,"[0.09901466955774871,-0.09899433630878864]",100.0,"[0.10499082546786107,0.06379408141003313]",4.0,"[-0.011278142561619737,-0.048408055594590334]",4.0,"[-0.09052359569286296,-0.08917409096688854]",4.0,"[0.02,0.02]",750.6989,,,,,,0.6164,,,,0.0,0.0,0.0,140.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,750.7008,751.2,,,751.4494,751.6317,left,,,,,,,,0.5,,,,,,751.2001,751.4493,751.6321,"[0.050964035916032505,-0.09671802549465634]",100.0,"[0.1606134836953022,-0.05779220244560489]",4.0,"[-0.04371268230063152,0.1150067820927407]",100.0,"[-0.0004003843616568826,0.13210495262661603]",100.0,"[0.11667560346228838,0.0617461338716506]",4.0,"[-0.0957703460527352,-0.08449068472995998]",4.0,"[-0.19654187786475924,0.02181961327475812]",100.0,"[-0.16414371651508566,0.050802378902202724]",4.0,"[-0.08028227471750346,-0.040435137762585234]",100.0,"[0.16168532780268027,0.07995692403025657]",100.0,"[0.17785979310246244,0.040272064218420285]",4.0,"[0.0035533485328256603,0.039153715337123154]",100.0,"[-0.16749679171097817,-0.022312992180707345]",4.0,"[0.020564501160936843,0.1715654847891477]",100.0,"[0.11773570003801213,-0.04693872488008035]",100.0,"[0.04126265480045916,0.133211941925754]",100.0,"[0.105152296413536,0.14255788031455116]",100.0,"[-0.018166225671376934,-0.06084409484763704]",4.0,"[-0.1421427323548572,-0.0733302035553917]",100.0,"[0.07721738059441356,0.17135706439130993]",4.0,"[0.07290579835513947,0.0434432633721296]",100.0,"[-0.08663736750723307,0.1295782957849013]",100.0,"[-0.017515242308522565,-0.12000960643347378]",100.0,"[0.0698492373314342,-0.14499758044494843]",4.0,"[-0.04640411211130029,0.05849028983860135]",4.0,"[0.19449813692381382,-0.012636417130893383]",4.0,"[0.1507924409419364,0.006663345756880415]",4.0,"[0.143373219482813,-0.099270378018577]",4.0,"[0.029963514519439474,0.0017211621838533963]",100.0,"[-0.10870475098026719,0.051026252962978955]",4.0,"[-0.1870203947518043,-0.05826488575200464]",4.0,"[-0.12933002497607082,0.11284509124866265]",4.0,"[0.02,0.02]",752.7301,,,,,,0.1683,,,,0.0,1.0,1.0,118.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,752.7323,753.2301,,,753.4835,753.7337,right,,,,,,,,0.9,,,,,,753.2301,753.4835,753.7339,"[-0.015101214866523266,-0.011451359830280198]",4.0,"[-0.05587177018458634,0.015212309932224175]",100.0,"[-0.0001232503812939241,-0.18469365325682488]",100.0,"[0.14828219568591433,0.03794300369490971]",100.0,"[0.10628951622165031,-0.053523127968060295]",4.0,"[0.18009227145874723,-0.04755799416312812]",100.0,"[-0.08823910146520653,-0.15188894178848478]",100.0,"[-0.13128216424887829,-0.051081649778321664]",100.0,"[-0.013292248619720148,0.13678718364924217]",100.0,"[-0.09783827616944454,0.14793586221743987]",100.0,"[0.07653841315598316,0.16302285349881535]",100.0,"[-0.05523006914368183,-0.06502265420727715]",100.0,"[0.09773724262235158,0.005978946006004808]",100.0,"[-0.044999270857018624,-0.12264987938537598]",100.0,"[0.0331290322177631,0.19199123604906873]",100.0,"[0.011866000177766272,-0.13452199220054165]",100.0,"[0.1630357296446105,0.104627950183126]",4.0,"[-0.18064588693457806,0.0013182153449052578]",100.0,"[-0.14929205764676903,0.06449464513374426]",100.0,"[0.040670398956134536,0.13372399709651572]",100.0,"[-0.012546905147409188,-0.0785378502241246]",100.0,"[0.12377902681703398,-0.12149910965689054]",100.0,"[0.0807662829777872,-0.1421252737697828]",100.0,"[0.10330528622834344,0.1228484569747645]",100.0,"[-0.03842131550398005,-0.16718653705233325]",100.0,"[-0.011458723400709704,0.17883475154213893]",100.0,"[-0.13838887280756315,-0.11168566209057894]",100.0,"[0.08559023580670516,0.04896963196892531]",100.0,"[0.05102482569195413,0.0876154548750303]",100.0,"[0.04142456699384825,-0.09672654068715408]",100.0,"[0.042489724773575197,0.043492063427811194]",100.0,"[-0.172982589577029,-0.08920253383866147]",100.0,"[0.02,0.02]",754.827,,,,,,0.2339,,,,0.0,2.0,2.0,0.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,754.8288,755.3291,,,755.5777,755.7931,left,,,,,,,,0.1,,,,,,755.3292,755.5777,755.7932,"[-0.14304247052184427,-0.1264413950304142]",100.0,"[-0.11483393345408738,-0.08814786515545497]",4.0,"[-0.09548259699381247,0.08018717928698528]",4.0,"[-0.0686195398853153,-0.10961601461598455]",4.0,"[0.04380483607999199,0.18830879356690053]",4.0,"[0.07752698516797066,0.08242911456276497]",4.0,"[-0.16841133839030853,0.10502757361891842]",4.0,"[0.027652922416029492,0.07712612960917764]",4.0,"[0.11865758079585606,0.10694532267191698]",4.0,"[-0.010346343129557775,0.02517195439738574]",4.0,"[0.02987680673527015,-0.10075188320955673]",4.0,"[0.18296819774822107,-0.01873100041482448]",4.0,"[-0.13238403487205827,-0.013448090270139998]",4.0,"[0.09983717741650124,0.17268072807000573]",100.0,"[0.04622987538266926,-0.059355940811870234]",4.0,"[0.11845900219037096,-0.1119348458880257]",100.0,"[-0.02625262461477171,0.1723778958556584]",4.0,"[-0.02315327168873762,0.10893881733332936]",4.0,"[0.10642913982610593,-0.012463574514964507]",4.0,"[-0.03169723607828922,-0.07682780349817407]",4.0,"[-0.1845276544032541,-0.0563534415808685]",4.0,"[-0.058430892725520045,-0.0169776279083662]",4.0,"[0.046580609447843827,-0.18267984746184945]",4.0,"[-0.17977287909355513,-0.0012204220920699655]",4.0,"[0.14871553620846387,-0.08570470794499603]",4.0,"[0.06595443661500892,-0.020753646912071072]",4.0,"[0.08659835658960313,-0.06744074892598403]",4.0,"[-0.05581488772998147,0.043743809657327826]",4.0,"[-0.03597505260759813,-0.17607725779834943]",4.0,"[0.16903393389946203,0.07739448022313289]",4.0,"[-0.10174869918219011,0.023586880843213705]",4.0,"[0.06506696694386103,0.043834257449155346]",4.0,"[0.02,0.02]",756.8914,,,,,,0.2051,,,,0.0,3.0,3.0,207.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,756.8931,757.3908,,,757.6415,757.8915,right,,,,,,,,0.4,,,,,,757.3911,757.6414,757.8916,"[0.10258159514790424,-0.04245894859055161]",100.0,"[0.14840340082799441,-0.011659792958920522]",100.0,"[0.17725071643258128,0.03252811385184757]",100.0,"[-0.13946136526441505,0.07573027850255436]",4.0,"[-0.10017406670372553,-0.11180104534345885]",100.0,"[-0.08048775893593872,-0.17039923141686134]",4.0,"[-0.07561805088299649,-0.0276885326306344]",4.0,"[0.06792504916143624,-0.1513911632730685]",100.0,"[0.024625977071308862,-0.14775005785967482]",100.0,"[0.0748172712704994,0.035894771952215666]",100.0,"[-0.13760270846415917,0.13407045920766286]",100.0,"[-0.08714736074076468,0.08825319896648935]",4.0,"[0.16994816966787057,-0.06610573424536915]",4.0,"[0.008802104219557903,0.02285834768127083]",4.0,"[0.05846041530047106,0.12398912390437315]",4.0,"[-0.14227505639369958,-0.10066558148733343]",100.0,"[-0.08517937306855881,0.1673286445164629]",4.0,"[0.061404420078508576,-0.027335197755408786]",4.0,"[0.012260138315039037,-0.0801221719201593]",4.0,"[-0.1908068627767737,0.010063912122849137]",4.0,"[-0.05082991315244834,0.02996842039702524]",4.0,"[0.05458056209338117,-0.07026316955195326]",4.0,"[-0.09411734449122763,0.048466152872435955]",4.0,"[0.021519089361047728,0.15187273970004672]",100.0,"[0.017392110595635057,0.09406357155323031]",100.0,"[-0.030443401976311565,-0.0047082146613941335]",4.0,"[0.13957622983328405,-0.10884367572210277]",4.0,"[-0.02592928651535586,-0.06128868496019134]",100.0,"[0.11279224452784375,0.015011031728522178]",4.0,"[0.09755954709420346,-0.08864663509228903]",100.0,"[0.06427657111509583,0.07741003637079587]",4.0,"[-0.13897316683230077,-0.027013292382347565]",4.0,"[0.02,0.02]",758.9893,,,,,,0.2363,,,,0.0,4.0,4.0,151.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,758.9909,759.4891,,,759.7385,759.7553,left,,,,,,,,0.1,,,,,,759.4893,759.7385,759.7554,"[-0.02938090034130265,0.16244831307366536]",4.0,"[0.18302944676077718,0.07099305721542977]",4.0,"[0.13945829522557734,0.009362556299345393]",4.0,"[0.19958506517358496,0.001298653189179923]",100.0,"[-0.1252192263120242,-0.017091342626760934]",4.0,"[0.0063414124184402905,0.19687765093313617]",4.0,"[0.0938607493399348,0.09709441122601108]",4.0,"[0.02754880385925163,0.06178476195105785]",4.0,"[-0.07927840342945461,0.11024629041308874]",4.0,"[0.06617043930849105,0.004939399251150501]",4.0,"[0.056728303914662354,-0.0986737210486082]",4.0,"[-0.1680720776867646,-0.014911120504149007]",4.0,"[0.1013752651701406,-0.09138331814877927]",4.0,"[-0.08683339456654764,0.06801145975261672]",4.0,"[0.025250074490108965,-0.02794255650209383]",4.0,"[-0.001648367086536636,0.031401797971785536]",4.0,"[0.03838387435052842,-0.15369932828197674]",4.0,"[0.06304620554388361,0.181371378450116]",4.0,"[0.06994947450465024,-0.05051229742148891]",4.0,"[-0.06093039266254222,-0.05684830110860044]",4.0,"[0.12001477752503634,0.06316283393321623]",4.0,"[0.10684539539819221,0.15704535203602019]",100.0,"[0.01591595995346485,-0.19276368636142985]",4.0,"[0.17563240172458508,-0.03631821588927561]",4.0,"[0.14132838407392406,-0.07124806503936759]",4.0,"[-0.06907491255213043,0.17271172928087644]",4.0,"[-0.025619822166134513,-0.018463320579212683]",4.0,"[-0.12319740401007624,0.05012560499960059]",4.0,"[-0.19072098700311496,0.057848966395441]",100.0,"[0.06202430759387524,-0.19009733124560116]",4.0,"[0.044984046877619914,0.10687262970718915]",4.0,"[0.15629958052223986,0.10135542269395156]",4.0,"[0.02,0.02]",760.8541,,,,,,0.0102,,,,0.0,5.0,5.0,189.0,1.0
